-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  53.1832   Longitude -130.831 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1.65 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WS50M
2024,6,6,8,2.79,3.02
2024,6,6,9,2.48,2.73
2024,6,6,10,2.32,2.56
2024,6,6,11,2.4,2.63
2024,6,6,12,2.56,2.82
2024,6,6,13,2.72,3.02
2024,6,6,14,2.76,3.08
2024,6,6,15,2.76,3.09
2024,6,6,16,2.89,3.24
2024,6,6,17,3.15,3.54
2024,6,6,18,3.47,3.93
2024,6,6,19,4.07,4.69
2024,6,6,20,4.67,5.4
2024,6,6,21,4.93,5.63
2024,6,6,22,5.6,6.24
2024,6,6,23,6.18,6.82
2024,6,7,0,6.13,6.71
2024,6,7,1,6.02,6.59
2024,6,7,2,5.8,6.38
2024,6,7,3,5.32,5.81
2024,6,7,4,5.0,5.46
2024,6,7,5,4.47,4.94
2024,6,7,6,3.78,4.26
2024,6,7,7,3.3,4.03
2024,6,7,8,2.95,4.16
2024,6,7,9,2.67,3.78
2024,6,7,10,2.33,3.14
2024,6,7,11,2.09,2.79
2024,6,7,12,1.82,2.42
2024,6,7,13,1.56,2.07
2024,6,7,14,1.51,2.03
2024,6,7,15,1.65,2.29
2024,6,7,16,1.71,2.51
2024,6,7,17,1.71,2.51
2024,6,7,18,1.66,2.4
2024,6,7,19,1.5,2.1
2024,6,7,20,0.91,1.24
2024,6,7,21,0.57,0.78
2024,6,7,22,0.57,0.79
2024,6,7,23,0.36,0.5
2024,6,8,0,0.24,0.36
2024,6,8,1,0.68,0.94
2024,6,8,2,1.01,1.41
2024,6,8,3,1.4,2.0
2024,6,8,4,1.68,2.48
2024,6,8,5,2.04,2.84
2024,6,8,6,2.55,3.37
2024,6,8,7,2.87,3.85
2024,6,8,8,2.72,3.97
2024,6,8,9,2.47,3.89
2024,6,8,10,2.53,4.05
2024,6,8,11,2.92,4.71
2024,6,8,12,3.44,5.56
2024,6,8,13,4.0,6.38
2024,6,8,14,4.4,6.9
2024,6,8,15,4.45,6.92
2024,6,8,16,4.3,6.68
2024,6,8,17,4.04,6.28
2024,6,8,18,3.83,5.95
2024,6,8,19,3.79,5.91
2024,6,8,20,4.05,6.18
2024,6,8,21,4.78,6.71
2024,6,8,22,5.66,7.2
2024,6,8,23,6.42,7.64
2024,6,9,0,6.84,7.89
2024,6,9,1,7.15,8.17
2024,6,9,2,7.4,8.36
2024,6,9,3,7.39,8.24
2024,6,9,4,6.97,7.7
2024,6,9,5,6.5,7.08
2024,6,9,6,5.88,6.33
2024,6,9,7,5.34,5.7
2024,6,9,8,4.97,5.26
2024,6,9,9,4.92,5.18
2024,6,9,10,5.13,5.45
2024,6,9,11,5.14,5.54
2024,6,9,12,4.81,5.26
2024,6,9,13,4.22,4.71
2024,6,9,14,3.56,4.0
2024,6,9,15,2.96,3.35
2024,6,9,16,2.76,3.18
2024,6,9,17,2.84,3.37
2024,6,9,18,2.98,3.67
2024,6,9,19,3.13,4.07
2024,6,9,20,3.29,4.3
2024,6,9,21,3.48,4.38
2024,6,9,22,3.78,4.53
2024,6,9,23,3.89,4.56
2024,6,10,0,4.1,4.77
2024,6,10,1,4.16,4.83
2024,6,10,2,4.41,5.1
2024,6,10,3,5.1,5.81
2024,6,10,4,5.54,6.23
2024,6,10,5,6.1,6.83
2024,6,10,6,7.22,8.15
2024,6,10,7,8.64,9.89
2024,6,10,8,9.82,11.34
2024,6,10,9,10.48,12.1
2024,6,10,10,10.61,12.39
2024,6,10,11,11.21,13.29
2024,6,10,12,9.81,11.69
2024,6,10,13,8.55,10.33
2024,6,10,14,7.45,9.11
2024,6,10,15,6.52,8.03
2024,6,10,16,5.93,7.41
2024,6,10,17,5.34,6.71
2024,6,10,18,4.75,5.93
2024,6,10,19,4.6,5.7
2024,6,10,20,4.88,6.1
2024,6,10,21,5.31,6.65
2024,6,10,22,5.68,7.07
2024,6,10,23,5.79,7.15
2024,6,11,0,6.1,7.45
2024,6,11,1,6.48,7.81
2024,6,11,2,6.66,7.92
2024,6,11,3,6.59,7.9
2024,6,11,4,6.44,7.72
2024,6,11,5,6.15,7.3
2024,6,11,6,5.27,6.02
2024,6,11,7,3.88,4.48
2024,6,11,8,2.77,3.27
2024,6,11,9,2.7,3.04
2024,6,11,10,4.11,4.72
2024,6,11,11,5.96,6.76
2024,6,11,12,7.24,8.24
2024,6,11,13,8.08,9.2
2024,6,11,14,8.67,9.88
2024,6,11,15,9.05,10.34
2024,6,11,16,9.05,10.34
2024,6,11,17,8.71,9.96
2024,6,11,18,8.14,9.28
2024,6,11,19,7.69,8.77
2024,6,11,20,7.45,8.44
2024,6,11,21,7.3,8.2
2024,6,11,22,7.11,7.89
2024,6,11,23,6.68,7.38
2024,6,12,0,6.11,6.69
2024,6,12,1,5.35,5.83
2024,6,12,2,4.44,4.8
2024,6,12,3,3.45,3.69
2024,6,12,4,2.47,2.62
2024,6,12,5,1.52,1.6
2024,6,12,6,0.97,1.04
2024,6,12,7,1.42,1.51
2024,6,12,8,2.04,2.16
2024,6,12,9,2.55,2.69
2024,6,12,10,3.03,3.2
2024,6,12,11,3.47,3.68
2024,6,12,12,3.82,4.06
2024,6,12,13,3.97,4.22
2024,6,12,14,3.98,4.22
2024,6,12,15,3.96,4.2
2024,6,12,16,3.9,4.13
2024,6,12,17,3.77,3.99
2024,6,12,18,3.68,3.9
2024,6,12,19,3.8,4.04
2024,6,12,20,3.99,4.26
2024,6,12,21,3.91,4.19
2024,6,12,22,3.71,3.96
2024,6,12,23,3.55,3.78
2024,6,13,0,3.29,3.49
2024,6,13,1,2.99,3.15
2024,6,13,2,2.89,3.05
2024,6,13,3,3.01,3.18
2024,6,13,4,3.04,3.23
2024,6,13,5,2.86,3.02
2024,6,13,6,2.6,2.75
2024,6,13,7,2.44,2.59
2024,6,13,8,2.47,2.62
2024,6,13,9,2.78,2.95
2024,6,13,10,3.11,3.3
2024,6,13,11,3.46,3.69
2024,6,13,12,3.96,4.22
2024,6,13,13,4.36,4.67
2024,6,13,14,4.46,4.76
2024,6,13,15,4.24,4.52
2024,6,13,16,3.79,4.04
2024,6,13,17,3.43,3.65
2024,6,13,18,3.43,3.65
2024,6,13,19,3.42,3.67
2024,6,13,20,3.41,3.66
2024,6,13,21,3.47,3.72
2024,6,13,22,3.71,3.96
2024,6,13,23,4.1,4.37
2024,6,14,0,4.42,4.7
2024,6,14,1,4.61,4.9
2024,6,14,2,4.65,4.94
2024,6,14,3,4.4,4.68
2024,6,14,4,4.01,4.26
2024,6,14,5,3.47,3.66
2024,6,14,6,2.95,3.09
2024,6,14,7,2.5,2.61
2024,6,14,8,2.14,2.24
2024,6,14,9,1.87,1.95
2024,6,14,10,1.95,2.02
2024,6,14,11,2.44,2.55
2024,6,14,12,2.74,2.92
2024,6,14,13,2.78,3.02
2024,6,14,14,2.7,2.95
2024,6,14,15,2.45,2.68
2024,6,14,16,2.13,2.34
2024,6,14,17,1.83,2.09
2024,6,14,18,1.85,2.2
2024,6,14,19,2.01,2.55
2024,6,14,20,2.37,3.11
2024,6,14,21,3.06,3.99
2024,6,14,22,3.97,4.94
2024,6,14,23,4.74,5.59
2024,6,15,0,5.33,6.11
2024,6,15,1,5.75,6.48
2024,6,15,2,6.02,6.7
2024,6,15,3,6.12,6.75
2024,6,15,4,6.07,6.65
2024,6,15,5,5.86,6.34
2024,6,15,6,5.7,6.22
2024,6,15,7,5.74,6.33
2024,6,15,8,5.79,6.47
2024,6,15,9,5.92,6.73
2024,6,15,10,5.98,6.9
2024,6,15,11,6.09,7.11
2024,6,15,12,6.31,7.45
2024,6,15,13,6.32,7.39
2024,6,15,14,6.23,7.18
2024,6,15,15,6.16,6.96
2024,6,15,16,6.1,6.73
2024,6,15,17,5.94,6.5
2024,6,15,18,5.67,6.16
2024,6,15,19,5.45,5.91
2024,6,15,20,5.25,5.68
2024,6,15,21,5.07,5.47
2024,6,15,22,4.79,5.15
2024,6,15,23,4.53,4.86
2024,6,16,0,4.5,4.85
2024,6,16,1,4.52,4.88
2024,6,16,2,4.43,4.79
2024,6,16,3,4.33,4.69
2024,6,16,4,4.25,4.6
2024,6,16,5,4.28,4.61
2024,6,16,6,4.23,4.57
2024,6,16,7,4.12,4.46
2024,6,16,8,3.99,4.3
2024,6,16,9,3.92,4.22
2024,6,16,10,4.07,4.39
2024,6,16,11,4.39,4.76
2024,6,16,12,4.7,5.12
2024,6,16,13,4.75,5.25
2024,6,16,14,4.71,5.28
2024,6,16,15,4.71,5.32
2024,6,16,16,4.69,5.4
2024,6,16,17,4.59,5.47
2024,6,16,18,4.45,5.5
2024,6,16,19,4.36,5.49
2024,6,16,20,4.62,5.87
2024,6,16,21,5.41,6.56
2024,6,16,22,6.08,7.07
2024,6,16,23,6.55,7.38
2024,6,17,0,6.74,7.48
2024,6,17,1,6.85,7.54
2024,6,17,2,6.95,7.61
2024,6,17,3,6.88,7.51
2024,6,17,4,6.8,7.4
2024,6,17,5,6.72,7.33
2024,6,17,6,6.46,7.03
2024,6,17,7,6.19,6.72
2024,6,17,8,5.96,6.47
2024,6,17,9,5.76,6.26
2024,6,17,10,5.57,6.08
2024,6,17,11,5.33,5.97
2024,6,17,12,5.2,5.94
2024,6,17,13,5.04,5.81
2024,6,17,14,4.67,5.48
2024,6,17,15,4.31,5.05
2024,6,17,16,3.98,4.64
2024,6,17,17,3.71,4.3
2024,6,17,18,3.51,4.03
2024,6,17,19,3.39,3.88
2024,6,17,20,3.29,3.72
2024,6,17,21,3.16,3.55
2024,6,17,22,3.1,3.47
2024,6,17,23,3.08,3.39
2024,6,18,0,3.1,3.33
2024,6,18,1,3.14,3.35
2024,6,18,2,3.19,3.38
2024,6,18,3,3.13,3.3
2024,6,18,4,2.98,3.1
2024,6,18,5,2.68,2.78
2024,6,18,6,2.23,2.3
2024,6,18,7,1.82,1.85
2024,6,18,8,1.71,1.74
2024,6,18,9,1.68,1.72
2024,6,18,10,1.66,1.7
2024,6,18,11,1.7,1.75
2024,6,18,12,1.68,1.74
2024,6,18,13,1.6,1.67
2024,6,18,14,1.51,1.58
2024,6,18,15,1.33,1.38
2024,6,18,16,1.03,1.09
2024,6,18,17,0.76,0.79
2024,6,18,18,0.62,0.64
2024,6,18,19,0.64,0.65
2024,6,18,20,0.76,0.75
2024,6,18,21,0.92,0.93
2024,6,18,22,1.16,1.18
2024,6,18,23,1.45,1.49
2024,6,19,0,1.75,1.82
2024,6,19,1,2.1,2.17
2024,6,19,2,2.38,2.48
2024,6,19,3,2.48,2.6
2024,6,19,4,2.36,2.46
2024,6,19,5,1.94,2.02
2024,6,19,6,1.6,1.65
2024,6,19,7,1.39,1.42
2024,6,19,8,1.67,1.72
2024,6,19,9,2.3,2.39
2024,6,19,10,2.75,2.88
2024,6,19,11,2.98,3.15
2024,6,19,12,3.11,3.33
2024,6,19,13,3.02,3.27
2024,6,19,14,2.79,3.03
2024,6,19,15,2.53,2.77
2024,6,19,16,2.32,2.57
2024,6,19,17,2.07,2.34
2024,6,19,18,1.83,2.08
2024,6,19,19,1.77,2.03
2024,6,19,20,2.05,2.48
2024,6,19,21,2.34,2.95
2024,6,19,22,2.34,3.05
2024,6,19,23,2.24,2.98
2024,6,20,0,2.12,2.79
2024,6,20,1,2.0,2.5
2024,6,20,2,1.83,2.23
2024,6,20,3,1.9,2.22
2024,6,20,4,2.25,2.57
2024,6,20,5,2.38,2.71
2024,6,20,6,1.9,2.17
2024,6,20,7,1.39,1.6
2024,6,20,8,1.17,1.34
2024,6,20,9,1.67,1.93
2024,6,20,10,2.25,2.6
2024,6,20,11,2.57,2.99
2024,6,20,12,2.68,3.18
2024,6,20,13,2.81,3.42
2024,6,20,14,2.93,3.68
2024,6,20,15,3.04,3.94
2024,6,20,16,2.75,3.71
2024,6,20,17,2.21,3.09
2024,6,20,18,2.21,3.16
2024,6,20,19,2.59,3.77
2024,6,20,20,2.87,4.19
2024,6,20,21,2.86,4.13
2024,6,20,22,2.61,3.7
2024,6,20,23,2.4,3.37
2024,6,21,0,2.38,3.28
2024,6,21,1,2.45,3.34
2024,6,21,2,2.31,3.11
2024,6,21,3,2.18,2.89
2024,6,21,4,2.45,3.14
2024,6,21,5,2.93,3.57
2024,6,21,6,3.29,3.9
2024,6,21,7,3.7,4.3
2024,6,21,8,4.14,4.75
2024,6,21,9,4.74,5.43
2024,6,21,10,5.48,6.26
2024,6,21,11,6.33,7.27
2024,6,21,12,7.62,8.72
2024,6,21,13,8.67,9.9
2024,6,21,14,9.04,10.34
2024,6,21,15,9.47,10.88
2024,6,21,16,9.82,11.27
2024,6,21,17,9.89,11.42
2024,6,21,18,9.72,11.27
2024,6,21,19,9.33,10.9
2024,6,21,20,8.73,10.26
2024,6,21,21,7.88,9.29
2024,6,21,22,7.11,8.41
